Latitude,Longitude,Traffic_Speed_kmph,Traffic_Density_vpkm,FFT_Feature_1,FFT_Feature_2,FFT_Feature_3,Vehicle_Count,Time_of_Day_min,Congestion_Level
12.917963788025457,77.62331149536816,55.19006586380408,41.48326960419463,0.18544272438823617,0.8387124808031767,0.647059164698411,17,852,0
13.088692142855974,77.56795637128907,52.08580909043012,31.00732312813627,0.06905917896461522,0.1768087582325213,0.7584688946988624,20,1048,0
13.066658994304081,77.66085457709421,37.627867389969026,30.668128343892544,0.26456118549202656,0.33907299311782013,0.07444852161513593,16,73,1
13.036142424122676,77.61796214915351,28.233520856829283,29.649618082014953,0.41292033473426015,0.28625395057725644,0.24130755996297537,16,209,1
13.082460331113097,77.57766122821589,22.363697030616574,39.74426380709523,0.30618842182011763,0.35606086471988596,0.7692886897533584,29,224,1
12.927843758703476,77.69677459690897,29.525532371693547,31.140843974438752,0.8347097094826742,0.7142717943576957,0.37061597291038617,13,418,1
12.935262954837384,77.5132461976931,43.2100659933828,42.384248916551755,0.49302767248707813,0.40546558098438823,0.9108189568220749,16,408,1
12.950430518411764,77.61555726064614,38.52331946044294,31.166447105857607,0.24612788165929822,0.7595766813408428,0.5176704089677379,16,130,1
12.948962305353179,77.6979136623088,30.630915623334076,8.602346877037146,0.9501990568959998,0.6404031382483674,0.0010271335695998252,27,946,1
12.962169654185432,77.63819052864261,36.07817459543802,40.13505049714023,0.12506281972124988,0.36109918210891734,0.6988359629245723,12,177,1
13.015126179654619,77.64795392632844,57.16979155310558,32.52217142527846,0.12291144187804359,0.43224078160723056,0.5134639712630222,15,290,0
12.905634522261021,77.50641822891589,51.196135161338034,25.944789265951048,0.2452848592095742,0.7036227120585031,0.3170943558487329,21,950,0
12.976454519007996,77.50427263261939,57.526994663902826,27.946246649112435,0.07677212165325042,0.5347554131782302,0.020440698403210056,23,145,0
12.94927702557852,77.50722202239643,33.10190057967848,27.5380476474701,0.751652684629813,0.8683401614273868,0.19874623242529832,28,946,1
13.021325969610544,77.69834478043525,48.06961056143484,20.067772254969384,0.31281083417663824,0.9331834184767672,0.1615939183274021,24,1053,1
13.097033866210307,77.69590395214817,47.03248445808705,37.01777327620944,0.7298379919063374,0.7177073260383426,0.5828541444201629,23,39,1
13.003530922436674,77.56690178515285,54.683606531466296,26.433097947223626,0.7627374676970475,0.9892071198222792,0.7695540205077395,17,1053,0
12.985137047823686,77.55819636325316,40.11570591472662,23.05492540177569,0.2375185507486287,0.596536787419335,0.23460641681375594,19,1209,1
12.973648709029023,77.52919174910357,32.1724073238062,64.39086057839009,0.5183636387374841,0.039830790310707465,0.6977231342275483,16,1367,1
13.056989843775971,77.56582805983295,30.982428394891496,20.775662194656313,0.519592176221145,0.5048520561271634,0.8998242585550063,19,601,1
12.914396186330146,77.57402998610945,39.86696006190379,29.297712027778527,0.8713644123370684,0.2300092793858589,0.6215860213445481,16,832,1
13.091954102892023,77.64965656335181,40.773630136736216,11.59596798212251,0.02563085000313603,0.33371318038430864,0.7756476259730759,18,1376,1
12.98358357719761,77.67325871058395,42.726938988822795,40.034398820357225,0.3168003436488117,0.490070052148203,0.20423150552022995,33,1095,1
12.962740145165023,77.64934702394828,26.041054036402738,27.740429758071087,0.8824893803470213,0.2950508044108314,0.07493852195061035,14,1035,1
13.09481362327994,77.62929502021912,52.93889605843802,36.53535927385103,0.23680322271664744,0.30962163876517,0.3653878012429278,19,1415,0
13.08717577264864,77.65318001561776,26.472014785490984,22.453832204629606,0.13687998974645432,0.4020163364101822,0.7090069248723642,32,77,1
13.028386827953144,77.64769949583037,52.90701275537354,17.07460558040769,0.5761390949505701,0.2864573477563108,0.6860985893150875,17,1297,0
12.903701474970081,77.59514993874608,36.77100525766704,24.03209945590268,0.305876761931008,0.1695009951812475,0.9550792411450078,20,1259,1
13.049706995241314,77.56717028049228,58.45556018994896,40.76382960672386,0.46729449326979833,0.7655602625713122,0.6299784197666168,26,1127,0
12.9671114800084,77.55655614337552,22.54139661445514,34.61752106649993,0.8200127656447366,0.39521176237384426,0.4112844609930495,17,393,1
12.977656046170852,77.63587109190256,51.754907528377075,17.068403435425154,0.5206969750830628,0.8317573004899602,0.7971314266529271,23,1060,0
12.931748425795478,77.69186082488905,29.691933888029002,10.643468476113593,0.515889782660372,0.8827169895146285,0.1530679116407455,20,284,1
13.00469161677298,77.61621094378712,28.97601135948521,27.430248030099648,0.2781826756953911,0.75096348615182,0.8130223383483772,14,1127,1
13.048910519240753,77.68250530049446,56.561216174092266,38.73897489763817,0.7928655644774464,0.39667316204183445,0.3659304657650362,20,727,0
12.954602223618615,77.50284587419459,47.52913466455939,23.931863611339452,0.7398146240479344,0.7213221130214745,0.1540100090222426,19,1323,1
13.087746581608675,77.6588941293472,25.221561738684475,38.61048285866177,0.23412051465857975,0.15522050437857293,0.1621406240384511,17,931,1
12.938947371200591,77.67072053159202,42.01909293714348,31.015762059074294,0.3200045197121383,0.6611157591555525,0.983597495296082,19,590,1
12.913252468118888,77.62619876758875,54.04790293667786,44.02214769391655,0.7886281929915411,0.40603206395386104,0.6232227625406103,17,1258,0
13.02887277466998,77.68681219987235,45.58419353672965,24.57029630780101,0.35771780182508994,0.6556444149917248,0.1742645943220812,17,364,1
13.06986374637601,77.61798259857626,40.30915136536533,29.519647981962056,0.40355961589309886,0.7547905921417233,0.26856253801028973,19,801,1
13.090626571861502,77.54810738050536,51.5087657207537,24.75845178213337,0.36441227125565245,0.5626864880333017,0.3720797690916112,15,584,0
13.053434202103304,77.54314344588964,43.68660368261847,37.882805678392856,0.16163252651784366,0.642478593054894,0.055899470252876116,20,1377,1
12.939930002301214,77.61116725333855,23.403826491948386,34.726539656071594,0.34089653508290796,0.21352793140525805,0.10841571641336878,19,162,1
13.095532236960747,77.68129678609924,40.96050437147127,16.412511785699778,0.8029353031038082,0.5926995547093319,0.7617542943987393,29,1208,1
13.083887175205769,77.51447358915101,44.8422508832735,35.53739621861869,0.49107535437708927,0.4604742887952491,0.7868739696208048,18,1399,1
12.93263348455249,77.62087810244219,42.225477522204315,18.087940080771034,0.45821748327596956,0.4280528595572074,0.9882346113645742,18,794,1
13.011757165383065,77.6539606945964,35.9528745106997,22.710161449971807,0.15635117627582973,0.4103157543712945,0.0675963853471534,15,273,1
13.011103485186196,77.52308041392472,44.57836337467657,35.965527792378836,0.17756983853052843,0.3109240279858686,0.8891844116211186,16,657,1
12.988506955625894,77.5233539381424,41.836241519346075,19.964300014138864,0.04295016435011911,0.3053346623864285,0.317216045644085,16,666,1
13.096856266051937,77.57322559933392,20.08161269233598,27.028669999737367,0.013955531523223708,0.6997064279505371,0.3278505857462005,25,734,1
12.911924447436045,77.55477623470995,26.737359625233907,36.07508702656598,0.48801403807288213,0.5577997558356445,0.1272822518804576,21,1120,1
13.025441781688716,77.53966283177874,43.10154321021277,33.321646587719705,0.40923235521296497,0.02995210736366427,0.9863001769447391,19,504,1
12.941060724535761,77.53973883472227,47.45747057430913,32.85379560614608,0.27537757181157285,0.048525230078869774,0.9809892369086733,17,1166,1
13.005466240946191,77.52613380648496,32.22108444219333,36.3343702563708,0.990046540351415,0.5701190010482267,0.8648296087379439,15,374,1
13.055948154357504,77.6221708026164,47.37055421705571,40.456178112918295,0.3979961956545057,0.8462834788051602,0.09078008664523651,13,735,1
12.949345360633709,77.63762512071682,45.004489664830515,20.07576747288381,0.788846899131616,0.0439778112089565,0.8416496257092356,18,1068,1
12.97867190929663,77.64058724537581,38.10963917307599,32.665964938785464,0.21054559333155676,0.5072069341101135,0.634613993132807,13,1126,1
13.09015361485608,77.60647079522772,44.26827122285631,37.71614864908876,0.24704120860874967,0.8511353755057024,0.1287754459542828,26,1017,1
13.052296147544062,77.69058125393312,44.04672752750477,36.14282764961447,0.5683913671847434,0.004447978098829242,0.2617577572464618,16,251,1
13.014544636902366,77.67610655551802,48.7655388711825,28.725378057341516,0.004028269702193499,0.2757939076018061,0.6892241314982004,26,1180,1
12.944399477561344,77.69152622853326,49.24149881161815,28.263183143093165,0.017425461908900042,0.9199202183460408,0.8034407743807608,14,1039,1
12.985061087495517,77.57775909562544,29.580769439740237,36.59465031477473,0.14221872114952816,0.08146962339157127,0.8480870459764742,15,1173,1
13.054812263809984,77.67555663199101,32.67094820537069,31.71220020672559,0.22312104103096309,0.6069964774994865,0.543830241058919,16,327,1
13.064108615621995,77.65257493988138,54.76593164493259,38.75304705890222,0.5278495157997718,0.5073816665993269,0.5346199166159713,21,1334,0
12.94892123962848,77.56799458060681,48.82889129231573,30.87895898048419,0.6862294308161264,0.1516793631488782,0.6842090128612494,23,655,1
13.032412042083404,77.52131865170084,46.38549442636148,27.011556197838747,0.31187866398802566,0.042487009986145075,0.7777225492331079,19,822,1
12.919000598424681,77.63652424997936,47.94467500788328,15.89225917113374,0.23907093600378415,0.5025871017445005,0.17058578123542134,19,814,1
12.904642461490093,77.52729046482438,51.38093617354068,28.156507936395972,0.8228111784933211,0.7351301889890595,0.7398376595512928,19,72,0
13.009734784686604,77.55875516140023,41.336860033306,20.152366319510783,0.1627769846806758,0.1772427773245775,0.34168658915571326,28,622,1
12.944875970856087,77.60007291528876,36.20935802219059,15.363645065930783,0.6783265550578801,0.6913198288203897,0.38375862092234236,20,1122,1
12.915782406248427,77.6359765070297,45.610613754756315,23.07563949435327,0.9313305164158708,0.5463833117520974,0.07771296487580193,23,394,1
13.045965662579047,77.68524553143946,39.736160286211344,35.624898571093155,0.23221091024274054,0.3578464255907332,0.5884207622682687,26,1234,1
12.99959491767293,77.6186480089698,55.4921992691016,28.06519425354049,0.08696536551614964,0.6644304962251527,0.09342009753464486,24,862,0
13.05925540219169,77.63428261993442,55.3437044481566,31.425414237582427,0.9797588940160105,0.19197677758382403,0.9131356037168568,19,436,0
13.03278884793611,77.56200277003019,48.90947306693413,35.38879314215957,0.27077379612125163,0.4569313209514614,0.6209703062606208,12,632,1
13.045960987983097,77.63745852328572,27.23147618562573,29.71353904362643,0.27566320906000485,0.5493049815648999,0.9902818551181863,18,858,1
12.96147211625918,77.58755802414602,29.04930148361541,24.49590016676354,0.48377229133799704,0.4586955402655568,0.24565215263060536,19,198,1
12.952655165136647,77.67138623657675,26.848917761754414,26.43113095350489,0.23105765904614617,0.3975013768571686,0.6796005638656374,15,726,1
13.020174978419051,77.5784901027803,41.865410688864486,36.17943827522689,0.9928723554335691,0.7409136395682366,0.9644299883251574,17,355,1
12.940016428079618,77.59365440433132,49.23009481712024,29.790298588133208,0.042965885869543974,0.6561009665223498,0.2985782643116781,21,1045,1
